landbase,discount_rate,flow_window,anchoring,period,projected_mcf,realized_mcf
4,0.06,2,realized-history,15,13756.940251430586,11372.809104257543
4,0.06,3,within-plan,1,11327.486249999998,11327.486249999998
4,0.06,3,within-plan,2,11327.48625,11327.4862498709
4,0.06,3,within-plan,3,11327.48625,11327.486249870899
4,0.06,3,within-plan,4,11327.48625,11327.486249870899
4,0.06,3,within-plan,5,11657.813291893337,11495.361545633623
4,0.06,3,within-plan,6,11437.595263964446,11471.039344389748
4,0.06,3,within-plan,7,11474.298268619263,11456.576813797492
4,0.06,3,within-plan,8,11523.235608159017,11405.48275818343
4,0.06,3,within-plan,9,11478.376380247571,11405.482765209483
4,0.06,3,within-plan,10,11491.970085675282,11405.482756443515
4,0.06,3,within-plan,11,11497.860691360624,11400.038265044248
4,0.06,3,within-plan,12,11489.402385761157,11350.71046991539
4,0.06,3,within-plan,13,11493.07772093235,11350.710470149814
4,0.06,3,within-plan,14,11493.44693268471,11280.334557715309
4,0.06,3,within-plan,15,13628.4787994686,11280.33455831003
4,0.06,3,realized-history,1,11327.486249999998,11327.486249999998
4,0.06,3,realized-history,2,11327.48625,11327.4862498709
4,0.06,3,realized-history,3,11327.48625,11327.486249838628
4,0.06,3,realized-history,4,11327.48625,11327.486249870899
4,0.06,3,realized-history,5,11657.813291893337,11657.813292022687
4,0.06,3,realized-history,6,11437.595263964446,11519.757540005208
4,0.06,3,realized-history,7,11474.298268619263,11539.91147456521
4,0.06,3,realized-history,8,11523.235608159017,11379.264485922631
4,0.06,3,realized-history,9,11478.376380247571,11379.264493145412
4,0.06,3,realized-history,10,11491.970085675282,11379.264484722022
4,0.06,3,realized-history,11,11497.860691360624,11374.03240228069
4,0.06,3,realized-history,12,11489.402385761157,11377.520460049374
4,0.06,3,realized-history,13,11493.07772093235,11376.939115684028
4,0.06,3,realized-history,14,11493.44693268471,11376.163992671363
4,0.06,3,realized-history,15,13628.4787994686,11376.874522801587
5,0.0,2,within-plan,1,7724.41619615904,7724.41619615904
5,0.0,2,within-plan,2,7724.41619615904,7705.6838032204205
5,0.0,2,within-plan,3,7724.41619615904,8934.14897880315
5,0.0,2,within-plan,4,7724.4161961590435,8177.134509378575
5,0.0,2,within-plan,5,7724.416196159039,8354.79565777586
5,0.0,2,within-plan,6,7724.416196159042,8354.795658039997
5,0.0,2,within-plan,7,7724.416196159038,8383.887609917121
5,0.0,2,within-plan,8,7724.41619615904,8477.101286906207
5,0.0,2,within-plan,9,7724.416196159038,8477.101283560001
5,0.0,2,within-plan,10,7724.41619615904,8944.979389914926
5,0.0,2,within-plan,11,7724.416196159038,8633.703989509955
5,0.0,2,within-plan,12,7724.416196159042,8406.319777759334
5,0.0,2,within-plan,13,7724.416196159039,8722.846840533117
5,0.0,2,within-plan,14,7724.416196159042,8631.38839194997
5,0.0,2,within-plan,15,39881.047272937656,8519.225663590156
5,0.0,2,realized-history,1,7724.41619615904,7724.41619615904
5,0.0,2,realized-history,2,7724.41619615904,7724.41619615904
5,0.0,2,realized-history,3,7724.41619615904,10001.567748662672
5,0.0,2,realized-history,4,7724.4161961590435,8862.991972410855
5,0.0,2,realized-history,5,7724.416196159039,9432.279860536764
5,0.0,2,realized-history,6,7724.416196159042,9147.63591647381
5,0.0,2,realized-history,7,7724.416196159038,9289.957888505287
5,0.0,2,realized-history,8,7724.41619615904,9218.79690248955
5,0.0,2,realized-history,9,7724.416196159038,9254.377395497419
5,0.0,2,realized-history,10,7724.41619615904,9236.587148993483
5,0.0,2,realized-history,11,7724.416196159038,9245.482272245452
5,0.0,2,realized-history,12,7724.416196159042,9241.034710619468
5,0.0,2,realized-history,13,7724.416196159039,9243.25849143246
5,0.0,2,realized-history,14,7724.416196159042,9242.146601025965
5,0.0,2,realized-history,15,39881.047272937656,9242.702546229211
5,0.0,3,within-plan,1,7724.416196159042,7724.416196159042
5,0.0,3,within-plan,2,7724.416196159043,7705.68380322042
5,0.0,3,within-plan,3,7724.416196159042,8934.14897880315
5,0.0,3,within-plan,4,7724.416196159044,8177.134509378584
5,0.0,3,within-plan,5,7724.41619615904,8354.795657775852
5,0.0,3,within-plan,6,7724.416196159041,8354.79565804
5,0.0,3,within-plan,7,7724.41619615904,8383.887609917118
5,0.0,3,within-plan,8,7724.416196159039,8477.101286906203
5,0.0,3,within-plan,9,7724.416196159038,8477.101283559994
5,0.0,3,within-plan,10,7724.41619615904,8944.979389914926
5,0.0,3,within-plan,11,7724.416196159038,8633.703989509968
5,0.0,3,within-plan,12,7724.416196159037,8406.31977775933
5,0.0,3,within-plan,13,7724.416196159036,8722.846840533124
5,0.0,3,within-plan,14,7724.416196159037,8631.388391949968
5,0.0,3,within-plan,15,39881.04727293768,8519.225663590158
5,0.0,3,realized-history,1,7724.416196159042,7724.416196159042
5,0.0,3,realized-history,2,7724.416196159043,7724.416196159042
5,0.0,3,realized-history,3,7724.416196159042,10371.415504165132
5,0.0,3,realized-history,4,7724.416196159044,8606.749298827737
5,0.0,3,realized-history,5,7724.41619615904,8900.860333050636
5,0.0,3,realized-history,6,7724.416196159041,9293.008378681168
5,0.0,3,realized-history,7,7724.41619615904,8933.53933685318
5,0.0,3,realized-history,8,7724.416196159039,9042.469349528328
5,0.0,3,realized-history,9,7724.416196159038,9089.672355020888
5,0.0,3,realized-history,10,7724.41619615904,9021.893680467465
5,0.0,3,realized-history,11,7724.416196159038,9051.345128338895
5,0.0,3,realized-history,12,7724.416196159037,9054.303721275748
5,0.0,3,realized-history,13,7724.416196159036,9042.514176694036
5,0.0,3,realized-history,14,7724.416196159037,9049.387675436226
5,0.0,3,realized-history,15,39881.04727293768,9048.735191135336
5,0.02,2,within-plan,1,8650.207571154999,8650.207571154999
5,0.02,2,within-plan,2,8650.207571154999,8650.207571833535
5,0.02,2,within-plan,3,8650.207571154999,8650.207572122823
5,0.02,2,within-plan,4,8650.207571155002,8650.2075670788
5,0.02,2,within-plan,5,11453.510382413713,10415.986345018373
5,0.02,2,within-plan,6,10051.858976784355,9821.197277071671
5,0.02,2,within-plan,7,10752.684679599031,9069.040336442442
5,0.02,2,within-plan,8,10402.271828191691,8809.695595121133
5,0.02,2,within-plan,9,10577.478253895359,8809.695594909941
5,0.02,2,within-plan,10,10489.875041043524,8809.695595589892
5,0.02,2,within-plan,11,10533.676647469443,8745.141323141239
5,0.02,2,within-plan,12,10511.775844256483,8745.141323325
5,0.02,2,within-plan,13,10522.726245862952,9069.040335720001
5,0.02,2,within-plan,14,10517.25104505972,9179.406012507403
5,0.02,2,within-plan,15,25609.460531677214,8966.183504302717
5,0.02,2,realized-history,1,8650.207571154999,8650.207571154999
5,0.02,2,realized-history,2,8650.207571154999,8650.207572059713
5,0.02,2,realized-history,3,8650.207571154999,8650.207572445433
5,0.02,2,realized-history,4,8650.207571155002,8650.207572252573
5,0.02,2,realized-history,5,11453.510382413713,11247.063990123308
5,0.02,2,realized-history,6,10051.858976784355,10538.643361649134
5,0.02,2,realized-history,7,10752.684679599031,8766.616892261558
5,0.02,2,realized-history,8,10402.271828191691,9652.630126955344
5,0.02,2,realized-history,9,10577.478253895359,9209.62350960845
5,0.02,2,realized-history,10,10489.875041043524,9431.126818281897
5,0.02,2,realized-history,11,10533.676647469443,9320.375163945173
5,0.02,2,realized-history,12,10511.775844256483,9375.750991113535
5,0.02,2,realized-history,13,10522.726245862952,9348.063077529354
5,0.02,2,realized-history,14,10517.25104505972,9722.260708610222
5,0.02,2,realized-history,15,25609.460531677214,9535.161893069788
5,0.02,3,within-plan,1,8650.207571154999,8650.207571154999
5,0.02,3,within-plan,2,8650.207571155,8650.207570898658
5,0.02,3,within-plan,3,8650.207571154999,8650.207572122827
5,0.02,3,within-plan,4,8650.207571155,8650.2075670788
5,0.02,3,within-plan,5,12406.44022448507,10438.853148569473
5,0.02,3,within-plan,6,9902.28512226502,9837.474279077267
5,0.02,3,within-plan,7,10319.644305968366,9082.079894122726
5,0.02,3,within-plan,8,10876.123217572815,8797.29425299944
5,0.02,3,within-plan,9,10366.01754860207,8792.902855450495
5,0.02,3,within-plan,10,10520.59502404775,8792.90285418805
5,0.02,3,within-plan,11,10587.578596740876,8748.536969414581
5,0.02,3,within-plan,12,10491.39705646356,8748.536969915001
5,0.02,3,within-plan,13,10533.19022575073,9082.07989658
5,0.02,3,within-plan,14,10537.388626318389,9188.334624485009
5,0.02,3,within-plan,15,24400.399053451674,8974.930788276346
5,0.02,3,realized-history,1,8650.207571154999,8650.207571154999
5,0.02,3,realized-history,2,8650.207571155,8650.207571154999
5,0.02,3,realized-history,3,8650.207571154999,8650.20757260674
5,0.02,3,realized-history,4,8650.207571155,8650.207571638912
5,0.02,3,realized-history,5,12406.44022448507,12078.355697461513
5,0.02,3,realized-history,6,9902.28512226502,9974.943496126201
5,0.02,3,realized-history,7,10319.644305968366,10234.502255075542
5,0.02,3,realized-history,8,10876.123217572815,8412.612730038596
5,0.02,3,realized-history,9,10366.01754860207,9540.686160413446
5,0.02,3,realized-history,10,10520.59502404775,9395.933715175861
5,0.02,3,realized-history,11,10587.578596740876,9116.410868542633
5,0.02,3,realized-history,12,10491.39705646356,9351.01024804398
5,0.02,3,realized-history,13,10533.19022575073,9287.784943920824
5,0.02,3,realized-history,14,10537.388626318389,9755.29731128
5,0.02,3,realized-history,15,24400.399053451674,9464.6975010816
5,0.04,2,within-plan,1,8650.207571154999,8650.207571154999
5,0.04,2,within-plan,2,8650.207571154999,8650.207574565953
5,0.04,2,within-plan,3,8650.207571155,8650.2075669898
5,0.04,2,within-plan,4,8650.207571155002,8650.2075670788
5,0.04,2,within-plan,5,11646.564705949699,10494.482300162086
5,0.04,2,within-plan,6,10148.38613855235,10161.550173967105
5,0.04,2,within-plan,7,10897.475422251027,9987.517031953532
5,0.04,2,within-plan,8,10522.930780401686,9957.232115881596
5,0.04,2,within-plan,9,10710.203101326353,9843.64667673791
5,0.04,2,within-plan,10,10616.56694086402,7692.549105110834
5,0.04,2,within-plan,11,10663.385021095188,7505.591469054822
5,0.04,2,within-plan,12,10639.975980979601,7505.591468782554
5,0.04,2,within-plan,13,10651.680501037396,7505.5914646824995
5,0.04,2,within-plan,14,10645.828241008498,9957.23211844
5,0.04,2,within-plan,15,20806.606415686714,9772.120334554613
5,0.04,2,realized-history,1,8650.207571154999,8650.207571154999
5,0.04,2,realized-history,2,8650.207571154999,8650.207581412536
5,0.04,2,realized-history,3,8650.207571155,8650.207576283769
5,0.04,2,realized-history,4,8650.207571155002,8650.207578848152
5,0.04,2,realized-history,5,11646.564705949699,11470.405045101508
5,0.04,2,realized-history,6,10148.38613855235,10832.903978813398
5,0.04,2,realized-history,7,10897.475422251027,9870.01039330133
5,0.04,2,realized-history,8,10522.930780401686,9774.258482265568
5,0.04,2,realized-history,9,10710.203101326353,9822.13443778345
5,0.04,2,realized-history,10,10616.56694086402,9798.196460024508
5,0.04,2,realized-history,11,10663.385021095188,9810.16544890398
5,0.04,2,realized-history,12,10639.975980979601,9804.180954464242
5,0.04,2,realized-history,13,10651.680501037396,9807.17320168411
5,0.04,2,realized-history,14,10645.828241008498,9805.677078074175
5,0.04,2,realized-history,15,20806.606415686714,9806.425139879142
5,0.04,3,within-plan,1,8650.207571155,8650.207571155
5,0.04,3,within-plan,2,8650.207571154999,8650.207579630336
5,0.04,3,within-plan,3,8650.207571155,8650.2075669898
5,0.04,3,within-plan,4,8650.207571154999,8650.2075670788
5,0.04,3,within-plan,5,12714.415205181576,10511.247093101418
5,0.04,3,within-plan,6,10004.943449163857,10203.160701391347
5,0.04,3,within-plan,7,10456.522075166817,10008.35494535562
5,0.04,3,within-plan,8,11058.62690983741,9957.493539451514
5,0.04,3,within-plan,9,10506.697478056016,9819.42962080453
5,0.04,3,within-plan,10,10673.948821020089,7586.322096864295
5,0.04,3,within-plan,11,10746.424402971166,7586.322097034681
5,0.04,3,within-plan,12,10642.356900682424,7586.322095412499
5,0.04,3,within-plan,13,10687.576708224542,7752.7494810200005
5,0.04,3,within-plan,14,10692.11933729271,9957.49353772
5,0.04,3,within-plan,15,20601.437323049257,9737.23909321419
5,0.04,3,realized-history,1,8650.207571155,8650.207571155
5,0.04,3,realized-history,2,8650.207571154999,8650.207571155
5,0.04,3,realized-history,3,8650.207571155,8650.207572606738
5,0.04,3,realized-history,4,8650.207571154999,8650.207571638912
5,0.04,3,realized-history,5,12714.415205181576,12422.547982162687
5,0.04,3,realized-history,6,10004.943449163857,10273.861389830154
5,0.04,3,realized-history,7,10456.522075166817,10473.88837516
5,0.04,3,realized-history,8,11058.62690983741,9452.431912064969
5,0.04,3,realized-history,9,10506.697478056016,10066.727225685041
5,0.04,3,realized-history,10,10673.948821020089,7242.194212124538
5,0.04,3,realized-history,11,10746.424402971166,8920.451116624849
5,0.04,3,realized-history,12,10642.356900682424,8743.124184811477
5,0.04,3,realized-history,13,10687.576708224542,8756.056392280001
5,0.04,3,realized-history,14,10692.11933729271,10347.26172812
5,0.04,3,realized-history,15,20601.437323049257,11320.010781587484
5,0.06,2,within-plan,1,8840.691071345484,8840.691071345484
5,0.06,2,within-plan,2,8840.691071345482,8840.691071147092
5,0.06,2,within-plan,3,8840.691071345482,8459.724068522699
5,0.06,2,within-plan,4,8840.691071345485,8459.7240686117
5,0.06,2,within-plan,5,11115.706377315888,10512.745620533526
5,0.06,2,within-plan,6,9978.198724330687,10182.443775663021
5,0.06,2,within-plan,7,10546.95255082329,9919.926472336743
5,0.06,2,within-plan,8,10262.575637576989,9890.232252802052
5,0.06,2,within-plan,9,10404.764094200138,9855.302545421266
5,0.06,2,within-plan,10,10333.669865888565,9793.554993533618
5,0.06,2,within-plan,11,10369.21698004435,5397.69679652428
5,0.06,2,within-plan,12,10351.443422966457,5397.696797325
5,0.06,2,within-plan,13,10528.912547372576,9919.92647092
5,0.06,2,within-plan,14,10440.177985169517,10182.44377962
5,0.06,2,within-plan,15,24754.61267671774,10109.640717748018
5,0.06,2,realized-history,1,8840.691071345484,8840.691071345484
5,0.06,2,realized-history,2,8840.691071345482,8840.691071147092
5,0.06,2,realized-history,3,8840.691071345482,8840.691071246287
5,0.06,2,realized-history,4,8840.691071345485,8840.691062173384
5,0.06,2,realized-history,5,11115.706377315888,11115.706377530323
5,0.06,2,realized-history,6,9978.198724330687,10736.537165328873
5,0.06,2,realized-history,7,10546.95255082329,9788.614112840001
5,0.06,2,realized-history,8,10262.575637576989,9915.747193240586
5,0.06,2,realized-history,9,10404.764094200138,9888.698051911644
5,0.06,2,realized-history,10,10333.669865888565,9902.222622576115
5,0.06,2,realized-history,11,10369.21698004435,9895.46033724388
5,0.06,2,realized-history,12,10351.443422966457,9898.841479909997
5,0.06,2,realized-history,13,10528.912547372576,9897.15090857694
5,0.06,2,realized-history,14,10440.177985169517,9897.996194243467
5,0.06,2,realized-history,15,24754.61267671774,9897.573551410203
5,0.06,3,within-plan,1,8840.691071345484,8840.691071345484
5,0.06,3,within-plan,2,8840.691071345482,8840.691071147094
5,0.06,3,within-plan,3,8840.691071345485,8459.7240685227
5,0.06,3,within-plan,4,8840.691071345482,8459.7240686117
5,0.06,3,within-plan,5,11728.492884026835,10512.745620533522
5,0.06,3,within-plan,6,9803.291675572593,10182.44377566302
5,0.06,3,within-plan,7,10124.158543648306,9919.926472336747
5,0.06,3,within-plan,8,10551.981034415909,9890.232252802054
5,0.06,3,within-plan,9,10159.810417878934,9855.302545421267
5,0.06,3,within-plan,10,10278.649998647714,9793.554993533618
5,0.06,3,within-plan,11,10330.147150314186,5397.69679652428
5,0.06,3,within-plan,12,10256.202522280255,5397.696797324999
5,0.06,3,within-plan,13,11120.020354524668,9919.92647092
5,0.06,3,within-plan,14,10568.790009039702,10182.44377962
5,0.06,3,within-plan,15,24509.670149586815,10109.64071774802
5,0.06,3,realized-history,1,8840.691071345484,8840.691071345484
5,0.06,3,realized-history,2,8840.691071345482,8840.691071147094
5,0.06,3,realized-history,3,8840.691071345485,8840.691071246289
5,0.06,3,realized-history,4,8840.691071345482,8840.691062173384
5,0.06,3,realized-history,5,11728.492884026835,11728.492886743894
5,0.06,3,realized-history,6,9803.291675572593,9963.72510517
5,0.06,3,realized-history,7,10124.158543648306,9935.59839852003
5,0.06,3,realized-history,8,10551.981034415909,9916.292593360477
5,0.06,3,realized-history,9,10159.810417878934,9938.538699016835
5,0.06,3,realized-history,10,10278.649998647714,9930.143230299112
5,0.06,3,realized-history,11,10330.147150314186,9928.32484089214
5,0.06,3,realized-history,12,10256.202522280255,9932.335590069362
5,0.06,3,realized-history,13,11120.020354524668,9930.26788708687
5,0.06,3,realized-history,14,10568.790009039702,9930.309439349458
5,0.06,3,realized-history,15,24509.670149586815,9930.970972168563
6,0.0,2,within-plan,1,7750.54091454038,7750.54091454038
6,0.0,2,within-plan,2,7750.54091454038,7332.8966643731
6,0.0,2,within-plan,3,10482.405618608225,10008.261570804376
6,0.0,2,within-plan,4,9116.473266574303,10008.2615722333
6,0.0,2,within-plan,5,9799.439442591263,10637.68488017044
6,0.0,2,within-plan,6,9457.956354582782,10507.86091747303
6,0.0,2,within-plan,7,9628.697898587023,10869.063471321855
6,0.0,2,within-plan,8,9543.327126584896,10553.694009860857
6,0.0,2,within-plan,9,9586.012512585967,10742.321527681299
6,0.0,2,within-plan,10,9564.66981958543,10610.994688593564
6,0.0,2,within-plan,11,9575.341166085695,10531.794952471462
6,0.0,2,within-plan,12,9570.005492835564,10529.128553841616
6,0.0,2,within-plan,13,9572.673329460631,10730.931248890442
6,0.0,2,within-plan,14,9571.339411148092,10926.970204835397
6,0.0,2,within-plan,15,50878.577043052115,10815.71323909063
6,0.0,2,realized-history,1,7750.54091454038,7750.54091454038
6,0.0,2,realized-history,2,7750.54091454038,7750.54091454038
6,0.0,2,realized-history,3,10482.405618608225,10482.405624991106
6,0.0,2,realized-history,4,9116.473266574303,9116.473266657551
6,0.0,2,realized-history,5,9799.439442591263,10701.214641992021
6,0.0,2,realized-history,6,9457.956354582782,11502.04013603252
6,0.0,2,realized-history,7,9628.697898587023,11101.62738901227
6,0.0,2,realized-history,8,9543.327126584896,11301.833762522394
6,0.0,2,realized-history,9,9586.012512585967,11201.730575767331
6,0.0,2,realized-history,10,9564.66981958543,11251.782169144863
6,0.0,2,realized-history,11,9575.341166085695,11226.756372456097
6,0.0,2,realized-history,12,9570.005492835564,11239.26927080048
6,0.0,2,realized-history,13,9572.673329460631,11233.012821628288
6,0.0,2,realized-history,14,9571.339411148092,11236.141046214383
6,0.0,2,realized-history,15,50878.577043052115,11234.576933921337
6,0.0,3,within-plan,1,6800.783259450801,6800.783259450801
6,0.0,3,within-plan,2,6800.7832594508,9433.059151899313
6,0.0,3,within-plan,3,12723.404016795865,9433.059152375625
6,0.0,3,within-plan,4,8774.990178565818,9433.05915380455
6,0.0,3,within-plan,5,9916.498737931155,10566.596200632363
6,0.0,3,within-plan,6,10471.630977764285,10628.119842816206
6,0.0,3,within-plan,7,9721.039964753754,10770.539352199641
6,0.0,3,within-plan,8,10036.389893483065,10534.674117085999
6,0.0,3,within-plan,9,10076.35361200037,10822.33862842725
6,0.0,3,within-plan,10,9944.594490079062,10756.2094157006
6,0.0,3,within-plan,11,10019.112665187497,10559.861875721399
6,0.0,3,within-plan,12,10013.35358908897,10515.913610054002
6,0.0,3,within-plan,13,9992.353581451844,10794.633365826394
6,0.0,3,within-plan,14,10008.273278576104,11001.15966438123
6,0.0,3,within-plan,15,46404.01072449339,10715.470931451648
6,0.0,3,realized-history,1,6800.783259450801,6800.783259450801
6,0.0,3,realized-history,2,6800.7832594508,10749.197098123575
6,0.0,3,realized-history,3,12723.404016795865,8774.990179536533
6,0.0,3,realized-history,4,8774.990178565818,8774.990175582649
6,0.0,3,realized-history,5,9916.498737931155,10921.120003295891
6,0.0,3,realized-history,6,10471.630977764285,11830.915485167612
6,0.0,3,realized-history,7,9721.039964753754,11655.16354027695
6,0.0,3,realized-history,8,10036.389893483065,10164.063905603925
6,0.0,3,realized-history,9,10076.35361200037,11216.714310349496
6,0.0,3,realized-history,10,9944.594490079062,11011.980585410123
6,0.0,3,realized-history,11,10019.112665187497,10797.58626712118
6,0.0,3,realized-history,12,10013.35358908897,11008.760387626935
6,0.0,3,realized-history,13,9992.353581451844,10939.442413386078
6,0.0,3,realized-history,14,10008.273278576104,10915.263022711397
6,0.0,3,realized-history,15,46404.01072449339,10954.488607908135
6,0.02,2,within-plan,1,8774.990178565822,8774.990178565822
6,0.02,2,within-plan,2,8774.990178565822,8774.990177099433
6,0.02,2,within-plan,3,8774.990178565822,8774.99017928675
6,0.02,2,within-plan,4,8774.990178565818,8774.990175582649
6,0.02,2,within-plan,5,13225.822502004576,11917.915485794945
6,0.02,2,within-plan,6,11000.4063402852,11828.639213796321
6,0.02,2,within-plan,7,12113.114421144888,11773.37511135012
6,0.02,2,within-plan,8,11556.760380715048,11726.938788033236
6,0.02,2,within-plan,9,11834.937400929974,11698.029833904338
6,0.02,2,within-plan,10,11695.848890822508,11674.044674698398
6,0.02,2,within-plan,11,11765.393145876244,11558.419164818308
6,0.02,2,within-plan,12,11730.621018349368,11591.966878805672
6,0.02,2,within-plan,13,11748.007082112805,11592.353985530139
6,0.02,2,within-plan,14,11739.314050231089,11637.701836290216
6,0.02,2,within-plan,15,26966.334795961327,11578.599689508843
6,0.02,2,realized-history,1,8774.990178565822,8774.990178565822
6,0.02,2,realized-history,2,8774.990178565822,8774.990177099433
6,0.02,2,realized-history,3,8774.990178565822,8774.990179527062
6,0.02,2,realized-history,4,8774.990178565818,8774.990175582649
6,0.02,2,realized-history,5,13225.822502004576,13376.324244943822
6,0.02,2,realized-history,6,11000.4063402852,13091.230239890043
6,0.02,2,realized-history,7,12113.114421144888,11558.765952012589
6,0.02,2,realized-history,8,11556.760380715048,11557.144853195818
6,0.02,2,realized-history,9,11834.937400929974,11575.933356328896
6,0.02,2,realized-history,10,11695.848890822508,11566.539104762358
6,0.02,2,realized-history,11,11765.393145876244,11518.696394768358
6,0.02,2,realized-history,12,11730.621018349368,11542.617749765359
6,0.02,2,realized-history,13,11748.007082112805,11545.957718070362
6,0.02,2,realized-history,14,11739.314050231089,11601.440114430128
6,0.02,2,realized-history,15,26966.334795961327,11590.093475085916
6,0.02,3,within-plan,1,8774.990178565822,8774.990178565822
6,0.02,3,within-plan,2,8774.990178565822,8774.990177099433
6,0.02,3,within-plan,3,8774.990178565822,8774.99017928675
6,0.02,3,within-plan,4,8774.990178565818,8774.990175582649
6,0.02,3,within-plan,5,14636.809478020707,11917.859545086443
6,0.02,3,within-plan,6,10728.929945050779,11828.582404941615
6,0.02,3,within-plan,7,11380.24320054577,11773.245268363316
6,0.02,3,within-plan,8,12248.660874539084,11726.697177057038
6,0.02,3,within-plan,9,11452.611340045205,11697.822617518632
6,0.02,3,within-plan,10,11693.83847171002,11656.322145766339
6,0.02,3,within-plan,11,11798.370228764776,11541.715407577367
6,0.02,3,within-plan,12,11648.27334684,11570.850127382399
6,0.02,3,within-plan,13,11713.494015771597,11576.429302436196
6,0.02,3,within-plan,14,11720.045863792118,11603.853859211918
6,0.02,3,within-plan,15,26644.318793344413,11544.215734107634
6,0.02,3,realized-history,1,8774.990178565822,8774.990178565822
6,0.02,3,realized-history,2,8774.990178565822,8774.990177099433
6,0.02,3,realized-history,3,8774.990178565822,8774.990180013812
6,0.02,3,realized-history,4,8774.990178565818,8774.990175582649
6,0.02,3,realized-history,5,14636.809478020707,14792.895319324232
6,0.02,3,realized-history,6,10728.929945050779,12357.267154780788
6,0.02,3,realized-history,7,11380.24320054577,12802.627311024125
6,0.02,3,realized-history,8,12248.660874539084,11327.92907199093
6,0.02,3,realized-history,9,11452.611340045205,11301.27623115038
6,0.02,3,realized-history,10,11693.83847171002,11301.74417405224
6,0.02,3,realized-history,11,11798.370228764776,11305.887766291464
6,0.02,3,realized-history,12,11648.27334684,11305.887762365
6,0.02,3,realized-history,13,11713.494015771597,11378.685166913192
6,0.02,3,realized-history,14,11720.045863792118,11328.772372309999
6,0.02,3,realized-history,15,26644.318793344413,11516.164386758814
6,0.04,2,within-plan,1,8774.990178565822,8774.990178565822
6,0.04,2,within-plan,2,8774.990178565822,8774.990177099433
6,0.04,2,within-plan,3,8774.990178565822,8774.99017928675
6,0.04,2,within-plan,4,8774.990178565818,8774.990175582649
6,0.04,2,within-plan,5,13267.907705321717,11864.609567878828
6,0.04,2,within-plan,6,11021.44894194377,11614.713825207959
6,0.04,2,within-plan,7,12144.678323632743,11607.760368319792
6,0.04,2,within-plan,8,11583.063632788257,11593.743516932322
6,0.04,2,within-plan,9,11863.870978210503,11592.305771940963
6,0.04,2,within-plan,10,11723.467305499376,11592.305770424395
6,0.04,2,within-plan,11,11793.669141854944,11555.974737573739
6,0.04,2,within-plan,12,11758.56822367716,11555.974737817125
6,0.04,2,within-plan,13,11776.118682766051,11547.380706043043
6,0.04,2,within-plan,14,11767.343453221607,11399.713405894305
6,0.04,2,within-plan,15,21055.44930998901,11394.613398134235
6,0.04,2,realized-history,1,8774.990178565822,8774.990178565822
6,0.04,2,realized-history,2,8774.990178565822,8774.990177099433
6,0.04,2,realized-history,3,8774.990178565822,8774.99017952706
6,0.04,2,realized-history,4,8774.990178565818,8774.990175582649
6,0.04,2,realized-history,5,13267.907705321717,13323.868740106129
6,0.04,2,realized-history,6,11021.44894194377,12856.814059297893
6,0.04,2,realized-history,7,12144.678323632743,11420.700466875056
6,0.04,2,realized-history,8,11583.063632788257,11420.700467570676
6,0.04,2,realized-history,9,11863.870978210503,11420.700468174186
6,0.04,2,realized-history,10,11723.467305499376,11420.70046787243
6,0.04,2,realized-history,11,11793.669141854944,11420.700468023304
6,0.04,2,realized-history,12,11758.56822367716,11420.7004703825
6,0.04,2,realized-history,13,11776.118682766051,11420.70046386
6,0.04,2,realized-history,14,11767.343453221607,11420.700471891403
6,0.04,2,realized-history,15,21055.44930998901,11420.700467875698
6,0.04,3,within-plan,1,8774.990178565822,8774.990178565822
6,0.04,3,within-plan,2,8774.990178565822,8774.990177099431
6,0.04,3,within-plan,3,8774.990178565822,8774.990179286751
6,0.04,3,within-plan,4,8774.990178565822,8774.990175582649
6,0.04,3,within-plan,5,14644.240035503399,11864.609567878935
6,0.04,3,within-plan,6,10731.406797545013,11614.713825207957
6,0.04,3,within-plan,7,11383.545670538078,11607.760368319809
6,0.04,3,within-plan,8,12253.064167862161,11593.743516932325
6,0.04,3,within-plan,9,11456.005545315078,11592.305771940959
6,0.04,3,within-plan,10,11697.53846123844,11592.305770424398
6,0.04,3,within-plan,11,11802.20272480523,11555.974737573724
6,0.04,3,within-plan,12,11651.91557711959,11550.469369883655
6,0.04,3,within-plan,13,11717.218921054424,11548.153123436086
6,0.04,3,within-plan,14,11723.779074326409,11400.660677837066
6,0.04,3,within-plan,15,21280.527979677252,11395.09530652771
6,0.04,3,realized-history,1,8774.990178565822,8774.990178565822
6,0.04,3,realized-history,2,8774.990178565822,8774.990177099431
6,0.04,3,realized-history,3,8774.990178565822,8774.990180013812
6,0.04,3,realized-history,4,8774.990178565822,8774.990175582649
6,0.04,3,realized-history,5,14644.240035503399,14745.02053958995
6,0.04,3,realized-history,6,10731.406797545013,12267.070692962952
6,0.04,3,realized-history,7,11383.545670538078,12621.651206731312
6,0.04,3,realized-history,8,12253.064167862161,11237.560305553412
6,0.04,3,realized-history,9,11456.005545315078,11237.560304903713
6,0.04,3,realized-history,10,11697.53846123844,11237.56030554725
6,0.04,3,realized-history,11,11802.20272480523,11237.560305334791
6,0.04,3,realized-history,12,11651.91557711959,11237.560311957499
6,0.04,3,realized-history,13,11717.218921054424,11237.560307613177
6,0.04,3,realized-history,14,11723.779074326409,11237.560308301821
6,0.04,3,realized-history,15,21280.527979677252,11237.560309290831
